Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['শিলিগুড়ি' 'হাসপাতাল' 'এবং' 'উত্তরবঙ্গ' 'মেডিক্যাল' 'কলেজ' 'কর্তৃপক্ষকে'
 'ডেঙ্গি' 'এবং' 'জ্বরে' 'আক্রান্তদের' 'সমস্ত' 'চিকিৎসা' 'ব্যবস্থা' 'করতে'
 'বলা' 'হয়েছে' '।']","['B-NOM' 'I-NOM' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'O' 'O' 'O' 'B-NOM'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",125,"[     101  3673344 13664520  7642112 13664520  2130240 13665128  7374848
 13664520  7340032 13664392  3152896  2101760 13664392  2104320 13664392
  7642112 13664264  2134528 13664352  6455616 13665128  2104320  2104320
 13664352  7378944 13664352  2134528 13664352  6455616  2130240 13664352
  6459904 13664264  2136064 13664520  2097472  2660352 13664392  7642112
  2097472 13664352  7642112 13664264  2657536  2097472 13664352  7378944
  2104320  7374848 13664520  2101760 13664352  2097472  3147776 13664352
  2097472 13664264  2136064 13664264  6455616  2130240 13664520 13664264
  2134528 13664352  6455616  2657536  2134528 13664352  7378944 13664264
 13664392  2097472  7378944 13664392  6462464  2104320 13664352  2137088
 13664264  7378944  3152896 13664352  6459904 13664352  3152896  2104320
 13664352  2624768 13664520  2097472 13664520  2104320  3152896 13664392
  2134528  2660352 13664352  2134528 13664352  3152896  2120704 13664392
  2097472 13664352  7378944 13664352  2104320 13664264  2134528 13664352
  7642112 13664392  7340032  5275656 13664264  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.
  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.
  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.  9.  9.
 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. 12.
 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14.
 14. 14. 15. 15. 15. 15. 16. 16. 16. 16. 16. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[-100   13   13   13   13   13   13   13   13   14   14   14   14   14
   14   14   14    0    0    0    0   13   13   13   13   13   13   13
   13   13   13   13   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14    0    0    0    0    0    0    0    0    0    0    0    0
    0    0   13   13   13   13   13   13   13   13   13   13    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['পরিস্থিতি' 'নিয়ে' 'তিনি' 'স্বাস্থ্য' 'দফতরের' 'অতিরিক্ত' 'মুখ্য'
 'সচিবের' 'সঙ্গে' 'কথা' 'বলবেন' 'বলেও' 'জানিয়েছেন' '।']","['O' 'O' 'B-NOM' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'O' 'O' 'O' 'O'
 'O' 'O']",126,"[     101  2101760 13664352  7378944 13664520  3152896  2120704 13664520
  2104320 13664520  6462464 13664520  5275656 13664264  2104320 13664520
  6462464 13664520  3152896  2134528 13664392  3152896  2120704  2660352
 13664352  2137088 13664352  3150336 13664352  2104320 13664352  7378944
 13664264  7378944 13664360  2104320 13664520  7378944 13664520  2097472
  2104320 13664352  6459904 13665128  2113856  2660352 13664352  3152896
 13664352  2624768 13664520  2134528 13664264  7378944  3152896 13664352
  6455616  2130240 13664264  2097472 13664352  2120704 13664392  2134528
 13664352  7642112 13664352  2134528 13664264  6462464  2134528 13664352
  7642112 13664264 13664360  2657536 13664392  6462464 13664520  5275656
 13664264  2641152 13664264  6462464      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.
  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.
  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.
  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 11. 11.
 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
   13   13   13   13   13   13   13   13   13   13   13   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
"['এ' 'দিন' ',' 'মন্ত্রী' 'ওয়ার্ড' 'ঘুরে' 'দেখার' 'সময়' 'পিসি' 'সরকার'
 'রোডের' 'বাসিন্দা' 'পিয়ালি' 'শর্মা' 'অভিযোগ' 'করেন' ',' 'তাঁর' 'বাবা'
 'পদমপ্রসাদবাবু' 'ডেঙ্গিতে' 'আক্রান্ত' 'হলে' 'শিলিগুড়ি' 'জেলা'
 'হাসপাতালে' 'চিকিৎসা' 'করাতে' 'নিয়ে' 'যান' '।']","['O' 'O' 'O' 'B-NOM' 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'I-NOM'
 'B-NAM' 'I-NAM' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'B-NAM' 'O' 'O' 'O' 'B-NAM'
 'I-NAM' 'I-NAM' 'O' 'O' 'O' 'O' 'O']",127,"[     101 13664264  2137088 13664520  6462464  6459904 13664352  6462464
  2104320  7378944 13664520 13664360  5275656 13664392  7378944  2136064
 13664352  2146624 13665128  7378944 13664264  2137088 13664264  2113856
 13664392  7378944  3152896 13664352  6459904  5275656 13664352  2101760
 13664520  3152896 13664520  3152896 13664352  7378944 13664352  2097472
 13664392  7378944  7378944 13664360  2136064 13664264  7378944  2134528
 13664392  3152896 13664520  6462464  2137088 13664392  2101760 13664520
  5275656 13664392  7642112 13664520  3673344 13664352  7378944  6459904
 13664392 13664360  2150912 13664520  2660352 13664360  2130240  2097472
 13664352  7378944 13664264  6462464  2104320 13795424  7378944 13664352
  2134528 13664392  2134528 13664392  2101760 13664352  2137088 13664352
  6459904 13664352  2101760  7378944 13664352  3152896 13664392  2137088
  2134528 13664392  2134528 13665128  2136064 13664264  6455616  2130240
 13664520  2104320 13664264 13664392  2097472  7378944 13664392  6462464
  2104320 13664352  7340032 13664352  7642112 13664264  3673344 13664520
  7642112 13664520  2130240 13665128  7374848 13664520  2657536 13664264
  7642112 13664392  7340032 13664392  3152896  2101760 13664392  2104320
 13664392  7642112 13664264  2624768 13664520  2097472 13664520  2104320
  3152896 13664392  2097472 13664352  7378944 13664392  2104320 13664264
  6462464 13664520  5275656 13664264  2660352 13664392  6462464      102]","[nan  0.  1.  1.  1.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  5.
  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  9.
  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11.
 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 15.
 15. 15. 15. 15. 17. 17. 17. 17. 18. 18. 18. 18. 19. 19. 19. 19. 19. 19.
 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 20. 20. 20. 20. 20. 20. 20. 21.
 21. 21. 21. 21. 21. 21. 22. 22. 22. 22. 23. 23. 23. 23. 23. 23. 23. 23.
 24. 24. 24. 24. 25. 25. 25. 25. 25. 25. 25. 25. 25. 26. 26. 26. 26. 26.
 26. 26. 27. 27. 27. 27. 27. 27. 28. 28. 28. 28. 29. 29. 29. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0   13   13   13   13   13   13    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   13   13   13   13   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   11   11
   11   11   11   11   12   12   12   12   12    0    0    0    0    0
    0    0    0    0    0    0   13   13   13   13   14   14   14   14
   11   11   11   11   11   11   11   11   11   11   11   11   11   11
   11   11    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0   11   11   11   11   11   11   11   11
   12   12   12   12   12   12   12   12   12   12   12   12   12    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100]"
"['অথচ' 'সেখান' 'থেকে' 'মেডিক্যাল' 'কলেজ' 'হাসপাতালে' 'রেফার' 'করা' 'হয়'
 '।']",['O' 'O' 'O' 'B-NAM' 'I-NAM' 'I-NAM' 'O' 'O' 'O' 'O'],128,"[     101 13664360  2120704 13664352  2624768 13664352  3152896 13664264
  2113856 13664392  6462464  2120704 13664264  2097472 13664264  6459904
 13664264  2136064 13664520  2097472  2660352 13664392  7642112  2097472
 13664352  7642112 13664264  2657536  7340032 13664392  3152896  2101760
 13664392  2104320 13664392  7642112 13664264  7378944 13664264  3150336
 13664392  7378944  2097472 13664352  7378944 13664392  7340032  5275656
 13664352      102]","[nan  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  3.  3.  3.
  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  8.  8.  8. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0   11   11   11   11   11   11   11   11   12   12   12   12   12
   12   12   12   12   12   12   12   12   12    0    0    0    0    0
    0    0    0    0    0    0    0 -100]"
"['সেখানে' 'দুর্গন্ধ' 'যুক্ত' 'পরিবেশ' ',' 'স্বাস্থ্যকর্মীদের' 'ব্যবহার'
 'দেখে' 'বাবাকে' 'দেখানে' 'ভর্তি' 'করাননি' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'O' 'O' 'O' 'O'],129,"[     101  3152896 13664264  2113856 13664392  6462464 13664264  2137088
 13665128  7378944  2130240 13664352  6462464  2153472 13664352  2660352
 13665128  2097472  2104320 13664352  2101760 13664352  7378944 13664520
  2134528 13664264  3673344  3152896  2134528 13664392  3152896  2120704
  2660352 13664352  2097472 13664352  7378944  6459904 13664520  2137088
 13664264  7378944  2134528  2660352 13664352  2134528 13664352  7340032
 13664392  7378944  2137088 13664264  2113856 13664264  2134528 13664392
  2134528 13664392  2097472 13664264  2137088 13664264  2113856 13664392
  6462464 13664264  2150912 13664352  7378944  2104320 13664520  2097472
 13664352  7378944 13664392  6462464  6462464 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  3.  3.  3.  3.  3.  3.  3.  5.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.
  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 11.
 11. 11. 11. 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0   13   13
   13   13   13   13    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
['তিলক' 'রোডের' 'একটি' 'নার্সিংহোমে' 'ভর্তি' 'করান' '।'],['B-NAM' 'I-NAM' 'O' 'O' 'O' 'O' 'O'],130,"[     101  2104320 13664520  7642112 13664352  2097472 13664352  7378944
 13664360  2136064 13664264  7378944 13664264  2097472  2103296 13664520
  6462464 13664392  7378944  3152896 13664520  6455616  7340032 13664360
  6459904 13664264  2150912 13664352  7378944  2104320 13664520  2097472
 13664352  7378944 13664392  6462464      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  3.  3.
  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.
 nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100   11   11   11   11   11   11   12   12   12   12   12    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
"['সেখানে' 'এক' 'দিনে' '১১' 'হাজার' 'টাকা' 'বিল' 'হলে' 'তাঁরা' 'চিন্তায়'
 'পড়েন' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],131,"[     101  3152896 13664264  2113856 13664392  6462464 13664264 13664264
  2097472  2137088 13664520  6462464 13664264  7340032 13664392  2657536
 13664392  7378944  2103296 13664392  2097472 13664392  2134528 13664520
  7642112  7340032 13664352  7642112 13664264  2104320 13795424  7378944
 13664392  2624768 13664520  6462464  2104320 13664392  5275656  2101760
 13664352  7374848 13664264  6462464      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  2.  2.  2.  2.  4.  4.  4.  4.  4.
  5.  5.  5.  5.  6.  6.  6.  7.  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.
  9.  9.  9. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
['সোমবার' 'বাবাকে' 'বাড়িয়ে' 'নিয়ে' 'আসেন' '।'],['O' 'B-NOM' 'O' 'O' 'O' 'O'],132,"[     101  3152896 13664360  6459904  2134528 13664392  7378944  2134528
 13664392  2134528 13664392  2097472 13664264  2134528 13664392  7374848
 13664520  5275656 13664264  6462464 13664520  5275656 13664264 13664392
  3152896 13664264  6462464      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  4.  4.  4.  4. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0   13   13   13   13   13   13    0
    0    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
['ব্যাঙ্কের' 'লাইনে' 'দাঁড়িয়ে' 'টাকা' 'তুলতে' 'গেলে' 'সমস্যা' 'হয়' '।'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],133,"[     101  2134528  2660352 13664392  6455616  2097472 13664264  7378944
  7642112 13664392 13664520  6462464 13664264  2137088 13795424  7374848
 13664520  5275656 13664264  2103296 13664392  2097472 13664392  2104320
 13665128  7642112  2104320 13664264  2130240 13664264  7642112 13664264
  3152896 13664352  6459904 13664352  3152896  2660352 13664392  7340032
  5275656 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  6.  6.  6.  6.
  6.  6.  6.  7.  7.  7. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
['টাকা' 'পাননি' '।'],['O' 'O' 'O'],134,"[     101  2103296 13664392  2097472 13664392  2101760 13664392  6462464
  6462464 13664520      102]",[nan  0.  0.  0.  0.  1.  1.  1.  1.  1. nan],[1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0    0    0 -100]
['শেষে' 'গয়না' 'বন্ধক' 'রেখে' 'জোগাড়' 'করেন' '।'],['O' 'O' 'O' 'O' 'O' 'O' 'O'],135,"[     101  3673344 13664264  3147776 13664264  2130240  5275656 13664352
  6462464 13664392  2134528 13664352  6462464  2153472 13664352  2097472
 13664352  7378944 13664264  2113856 13664264  2657536 13664360  2130240
 13664392  7374848  2097472 13664352  7378944 13664264  6462464      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  3.
  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0 -100]"
['তিনি' 'এখনও' 'অসুস্থ' '।'],['B-PRO' 'O' 'O' 'O'],136,"[     101  2104320 13664520  6462464 13664520 13664264  2113856  6462464
 13664360 13664360  3152896 13665128  3152896  2120704 13664352      102]",[nan  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2. nan],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100   15   15   15   15    0    0    0    0    0    0    0    0    0
    0 -100]"
['প্লেটলেট' '৯০' 'হাজারে' 'রয়েছে' '।'],['O' 'O' 'O' 'O' 'O'],137,"[     101  2101760  7642112 13664264  2103296  7642112 13664264  2103296
  7340032 13664392  2657536 13664392  7378944 13664264  7378944  5275656
 13664264  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.
  3. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100]"
['পদমবাবুর' 'স্ত্রীও' 'ডেঙ্গিতে' 'আক্রান্ত' '।'],['B-NOM' 'I-NOM' 'O' 'O' 'O'],138,"[     101  2101760 13664352  2137088 13664352  6459904 13664352  2134528
 13664392  2134528 13665128  7378944  3152896  2104320  7378944 13664520
 13664360  2136064 13664264  6455616  2130240 13664520  2104320 13664264
 13664392  2097472  7378944 13664392  6462464  2104320 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.
  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100   13   13   13   13   13   13   13   13   13   13   13   14   14
   14   14   14    0    0    0    0    0    0    0    0    0    0    0
    0    0    0 -100]"
"['হাসপাতাল' 'থেকে' 'রোগীকে' 'ফিরিয়ে' 'দেওয়া' 'হয়েছে' 'জেনে' 'তিনি'
 'হাসপাতালের' 'সুপারকে' 'ওই' 'বাড়ি' 'থেকেই' 'ফোন' 'করে' 'চিকিৎসার'
 'সমস্ত' 'ব্যবস্থা' 'করতে' 'বলেন' '।']","['B-NOM' 'O' 'B-NOM' 'O' 'O' 'O' 'O' 'B-PRO' 'B-NOM' 'I-NOM' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",139,"[     101  7340032 13664392  3152896  2101760 13664392  2104320 13664392
  7642112  2120704 13664264  2097472 13664264  7378944 13664360  2130240
 13664520  2097472 13664264  3150336 13664520  7378944 13664520  5275656
 13664264  2137088 13664264 13664360  5275656 13664392  7340032  5275656
 13664264  2641152 13664264  2657536 13664264  6462464 13664264  2104320
 13664520  6462464 13664520  7340032 13664392  3152896  2101760 13664392
  2104320 13664392  7642112 13664264  7378944  3152896 13665128  2101760
 13664392  7378944  2097472 13664264 13664360 13664520  2134528 13664392
  7374848 13664520  2120704 13664264  2097472 13664264 13664520  3150336
 13664360  6462464  2097472 13664352  7378944 13664264  2624768 13664520
  2097472 13664520  2104320  3152896 13664392  7378944  3152896 13664352
  6459904 13664352  3152896  2104320 13664352  2134528  2660352 13664352
  2134528 13664352  3152896  2120704 13664392  2097472 13664352  7378944
 13664352  2104320 13664264  2134528 13664352  7642112 13664264  6462464
      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.
  6.  6.  6.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.
  9.  9.  9.  9.  9.  9. 10. 10. 11. 11. 11. 11. 12. 12. 12. 12. 12. 13.
 13. 13. 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. 15. 15. 16. 16. 16. 16.
 16. 16. 16. 17. 17. 17. 17. 17. 17. 17. 17. 18. 18. 18. 18. 18. 18. 19.
 19. 19. 19. 19. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]","[-100   13   13   13   13   13   13   13   13    0    0    0    0   13
   13   13   13   13   13    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0   15   15   15
   15   13   13   13   13   13   13   13   13   13   13   14   14   14
   14   14   14   14    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
"['মন্ত্রী' 'জানান' ',' 'সুপারদের' 'সঙ্গে' 'কথা' 'না' 'বলে' 'কোনও'
 'চিকিৎসক' 'রোগীকে' 'রেফার' 'করতে' 'পারবেন' 'না' '।']",['B-NOM' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],140,"[     101  6459904 13664352  6462464  2104320  7378944 13664520  2657536
 13664392  6462464 13664392  6462464  3152896 13665128  2101760 13664392
  7378944  2137088 13664264  7378944  3152896 13664352  6455616  2130240
 13664264  2097472 13664352  2120704 13664392  6462464 13664392  2134528
 13664352  7642112 13664264  2097472 13664360  6462464 13664360  2624768
 13664520  2097472 13664520  2104320 13664352  3152896 13664352  2097472
 13664352  7378944 13664360  2130240 13664520  2097472 13664264  7378944
 13664264  3150336 13664392  7378944  2097472 13664352  7378944 13664352
  2104320 13664264  2101760 13664392  7378944  2134528 13664264  6462464
  6462464 13664392      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  3.  3.  3.  3.  3.  3.
  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5.  6.  6.  7.  7.  7.  7.  8.
  8.  8.  8.  9.  9.  9.  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10.
 10. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13.
 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100   13   13   13   13   13   13    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100]"
