Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['В' 'п’ятницю' ',' '16' 'квітня' 'мали' 'повертатися' 'в' 'Україну'
 'рейсом' 'авіакомпанії' 'LOT' 'в' '7-40.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GPE' 'O' 'B-ORG' 'B-ORG' 'O' 'O'],10,"[     101  3248640  2101760 13664456  2103296  6461440 13664512  2627840
 13665128  2097472  3248640 13664520  2103296  6461696 13664456  6459904
 13664456  7641088 13664512  2101760 13664352  3248640 13664256  7378944
  2103296 13664456  2103296 13664512  3152128 13664456  3248640 13665128
  2097472  7378944 13664456  5275904 13664520  6461440 13665128  7378944
 13664256  5275904  3151872 13664352  6459904 13664456  3248640 13664520
 13664456  2097472 13664352  6459904  2101760 13664456  6461696 13664520
  5275904 13664520  7641088 13664360  2103296  3248640      102]","[nan  0.  1.  1.  1.  1.  1.  1.  1.  4.  4.  4.  4.  4.  4.  5.  5.  5.
  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  8.  8.  8.  8.  8.
  8.  8.  8.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10.
 10. 10. 10. 10. 11. 11. 11. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    3    3    3    3    3    3    3    3    0    0    0
    0    0    0    7    7    7    7    7    7    7    7    7    7    7
    7    7    7    7    7    0 -100]"
"['Але' 'в' 'четвер' 'почали' 'потрохи' 'закривати' 'аеропорти' '–' 'і'
 'до' 'обіду' 'аеропорт' 'Schiphol' 'в' 'Амстердамі' 'повністю' 'припинив'
 'роботу' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'B-ORG' 'B-ORG' 'O'
 'B-GPE' 'O' 'O' 'O' 'O']",11,"[     101 13664456  7641088 13664256  3248640  2623488 13664256  2103296
  3248640 13664256  7378944  2101760 13664352  2623488 13664456  7641088
 13664512  2101760 13664352  2103296  7378944 13664352  3146048 13664512
  3184640 13664456  2097472  7378944 13664512  3248640 13664456  2103296
 13664512 13664456 13664256  7378944 13664352  2101760 13664352  7378944
  2103296 13664512 13664520  2136064 13664352 13664352  2134528 13664520
  2136064 13665128 13664456 13664256  7378944 13664352  2101760 13664352
  7378944  2103296  3151872  2097408  7340032 13664520  2101760  7340032
 13664360  7641088  3248640 13664456  6459904  3151872  2103296 13664256
  7378944  2136064 13664456  6459904 13664520  2101760 13664352  3248640
  6461696 13664520  3151872  2103552 13665128  2101760  7378944 13664512
  2101760 13664512  6461440 13664512  3248640  7378944 13664352  2134528
 13664352  2103296 13665128      102]","[nan  0.  0.  0.  1.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  4.
  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6.
  6.  6.  6.  6.  6.  6.  8.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11.
 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 13. 14. 14. 14. 14. 14.
 14. 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. 15. 15. 16. 16. 16. 16. 16.
 16. 16. 16. 17. 17. 17. 17. 17. 17. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    1    1    1    1    1    1    1    1    1
    0    0    0    0    0    0    0    0    7    7    7    7    7    7
    7    7    7    7    7    7    7    7    7    7    0    3    3    3
    3    3    3    3    3    3    3    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
['Я' 'подзвонив' 'в' 'авіакомпанію' '.'],['B-PER' 'O' 'O' 'B-ORG' 'O'],12,"[     101  5275904 13664456  2101760 13664352  2136064  3184640  3248640
 13664352  6461440 13664512  3248640  3248640 13664456  3248640 13664520
 13664456  2097472 13664352  6459904  2101760 13664456  6461696 13664520
 13665128      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  3.  3.  3.  3.  3.
  3.  3.  3.  3.  3.  3.  3. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    5    5    0    0    0    0    0    0    0    0    0    0    7
    7    7    7    7    7    7    7    7    7    7    7 -100]"
"['Мені' 'скзали' 'що' 'поки' 'що' 'всі' 'рейси' 'призупинені' ',' 'тому'
 'вони' 'ще' 'самі' 'нічого' 'не' 'знають' '.']","['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O'
 'O' 'O']",13,"[     101  6459904 13664256  6461696 13664520  3151872  2097472  3184640
 13664456  7641088 13664512  3147776  2623488 13664352  2101760 13664352
  2097472 13664512  3147776  2623488 13664352  3248640  3152128 13664520
  7378944 13664256  5275904  3151872 13664512  2101760  7378944 13664512
  3184640 13665128  2101760 13664512  6461440 13664256  6461696 13664520
  2103296 13664352  6459904 13665128  3248640 13664352  6461440 13664512
  3147776  2623488 13664256  3151872 13664456  6459904 13664520  6461696
 13664520  2623488 13664352  7372800 13664352  6461440 13664256  3184640
  6461440 13664456 13665128  2103552      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  3.  3.  3.  3.
  4.  4.  4.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  7.  7.
  7.  7.  7.  7.  9.  9.  9.  9. 10. 10. 10. 10. 11. 11. 11. 12. 12. 12.
 12. 13. 13. 13. 13. 13. 13. 14. 14. 15. 15. 15. 15. 15. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    7    7    7    7    0    0    0    7    7    7    7    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['Записали' 'мій' 'номер' 'мобільного' 'і' 'сказали' 'що' 'коли' 'буде'
 'щось' 'відомо' '(' 'тобто' 'коли' 'відмінять' 'рейс' ')' 'вони'
 'задзвонять' 'і' 'повідомлять' '.']","['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'O' 'O' 'O']",14,"[     101  3184640 13664456  2101760 13664512  3151872 13664456  7641088
 13664512  6459904 13664520  5275904  6461440 13664352  6459904 13664256
  7378944  6459904 13664352  2134528 13664520  7641344  6461440 13664352
  7372800 13664352 13664520  3151872  2097472 13664456  3184640 13664456
  7641088 13664512  3147776  2623488 13664352  2097472 13664352  7641088
 13664512  2134528 13665128  2136064 13664256  3147776  2623488 13664352
  3152128  3248640 13664520  2136064 13664352  6459904 13664352  2103296
 13664352  2134528  2103296 13664352  2097472 13664352  7641088 13664512
  3248640 13664520  2136064  6459904 13664520  6461696 13664456  2103552
  7378944 13664256  5275904  3151872  3248640 13664352  6461440 13664512
  3184640 13664456  2136064  3184640  3248640 13664352  6461696 13664456
  2103552 13664520  2101760 13664352  3248640 13664520  2136064 13664352
  6459904  7641344 13664456  2103552      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  3.
  3.  3.  3.  3.  3.  3.  3.  3.  4.  5.  5.  5.  5.  5.  5.  5.  6.  6.
  6.  7.  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10.
 10. 12. 12. 12. 12. 12. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 14. 14.
 15. 15. 15. 15. 17. 17. 17. 17. 18. 18. 18. 18. 18. 18. 18. 18. 18. 19.
 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    5    5    5    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    7    7    7    7    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['Десь' 'під' 'вечір' 'в' 'четвер' 'подзвонили' 'і' 'сказали' 'що' 'наш'
 'рейс' '7-40' 'відмінено' ',' 'але' 'вони' 'можуть' 'нас' 'перенести'
 'на' '10-35' '(' 'також' 'в' 'п’ятницю' ').']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",15,"[     101  2136064 13664256  3152128  2101760 13664520  2136064  3248640
 13664256  2623488 13664520  7378944  3248640  2623488 13664256  2103296
  3248640 13664256  7378944  2101760 13664352  2136064  3184640  3248640
 13664352  6461440 13664512  7641088 13664512 13664520  3151872  2097472
 13664456  3184640 13664456  7641088 13664512  3147776  2623488 13664352
  6461440 13664456  3147776  7378944 13664256  5275904  3151872  3248640
 13664520  2136064  6459904 13664520  6461440 13664256  6461440 13664352
 13664456  7641088 13664256  3248640 13664352  6461440 13664512  6459904
 13664352  3180544 13665128  2103552  6461440 13664456  3151872  2101760
 13664256  7378944 13664256  6461440 13664256  3151872  2103296 13664512
  6461440 13664456  2103296 13664456  2097472 13664352  3180544  3248640
  2101760 13664456  2103296  6461440 13664512  2627840 13665128      102]","[nan  0.  0.  0.  1.  1.  1.  2.  2.  2.  2.  2.  3.  4.  4.  4.  4.  4.
  4.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  7.  7.  7.  7.  7.  7.
  7.  8.  8.  8.  9.  9.  9. 10. 10. 10. 10. 12. 12. 12. 12. 12. 12. 12.
 12. 12. 14. 14. 14. 15. 15. 15. 15. 16. 16. 16. 16. 16. 17. 17. 17. 18.
 18. 18. 18. 18. 18. 18. 18. 18. 19. 19. 22. 22. 22. 22. 22. 23. 24. 24.
 24. 24. 24. 24. 24. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    7    7    7    7    0    0    0    0    0    5    5
    5    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
['Я' 'погодився' '.'],['B-PER' 'O' 'O'],16,"[     101  5275904 13664456  2101760 13664352  7372800 13664352  2136064
 13664512  3248640  3152128 13664456      102]",[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1. nan],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    5    5    0    0    0    0    0    0    0    0    0 -100]
"['Ввечері' 'було' 'досить' 'дивно' 'бачити' 'на' 'сторінці' 'аеропорту'
 'що' 'всі' 'рейси' 'відмінено' 'окрім' 'нашого' '.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O'],17,"[     101  3248640  3248640 13664256  2623488 13664256  7379200 13664520
  2134528 13665128  7641088 13664352  2136064 13664352  3151872 13664512
  2103552  2136064 13664512  3248640  6461440 13664352  2134528 13664456
  2623488 13664512  2103296 13664512  6461440 13664456  3151872  2103296
 13664352  7379200 13664520  6461440  2627840 13664520 13664456 13664256
  7378944 13664352  2101760 13664352  7378944  2103296 13665128  3147776
  2623488 13664352  3248640  3152128 13664520  7378944 13664256  5275904
  3151872 13664512  3248640 13664520  2136064  6459904 13664520  6461440
 13664256  6461440 13664352 13664352  2097472  7379200 13664520  6459904
  6461440 13664456  3147776 13664352  7372800 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.
  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  5.  5.  6.  6.  6.  6.  6.  6.
  6.  6.  7.  7.  7.  7.  7.  7.  7.  7.  7.  8.  8.  8.  9.  9.  9. 10.
 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12.
 13. 13. 13. 13. 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    7    7    7    7
    7    7    7    7    7    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    5    5    5    5    5    5 -100]"
"['Навіть' 'не' 'дивно' ',' 'а' 'трішки' 'страшно' '(' 'якби' 'вони' 'таки'
 'захотіли' 'летіти' ').']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O'],18,"[     101  6461440 13664456  3248640 13664520  2103552  6461440 13664256
  2136064 13664512  3248640  6461440 13664352 13664456  2103296  7379200
 13664520  3147776  2097472 13664512  3151872  2103296  7378944 13664456
  3147776  6461440 13664352  5275904 13664456  2097472  2134528 13664512
  3248640 13664352  6461440 13664512  2103296 13664456  2097472 13664512
  3184640 13664456  3146048 13664352  2103552 13664520  7641088 13664512
  7641088 13664256  2103552 13664520  2103296 13664512      102]","[nan  0.  0.  0.  0.  0.  1.  1.  2.  2.  2.  2.  2.  4.  5.  5.  5.  5.
  5.  5.  6.  6.  6.  6.  6.  6.  6.  8.  8.  8.  8.  8.  9.  9.  9.  9.
 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12.
 nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    7    7    7    7    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['Зранку' 'ми' 'приїхали' 'в' 'аеропорт' '–' 'і' 'тут' 'виявилося' ','
 'що' 'в' 'табло' 'наш' 'рейс' 'не' 'значиться' 'як' 'відмінений' ','
 'але' 'все-одно' 'він' 'відмінений' '.']","['O' 'B-PER' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",19,"[     101  3184640  7378944 13664456  6461440  2097472 13665128  6459904
 13664512  2101760  7378944 13664512  5275904 13664520  3146048 13664456
  7641088 13664512  3248640 13664456 13664256  7378944 13664352  2101760
 13664352  7378944  2103296 13664520  2103296 13665128  2103296  3248640
 13664512 13664456  3248640 13664512  7641088 13664352  3152128 13664456
  3147776  2623488 13664352  3248640  2103296 13664456  2134528  7641088
 13664352  6461440 13664456  3147776  7378944 13664256  5275904  3151872
  6461440 13664256  3184640  6461440 13664456  2623488 13664512  2103552
  3152128 13664456  5275904 13664456  2097472  3248640 13664520  2136064
  6459904 13664520  6461440 13664256  6461440 13664512  5275904 13664456
  7641088 13664256  3248640  3151872 13664256 13664352  2136064  6461440
 13664352  3248640 13664520  6461440  3248640 13664520  2136064  6459904
 13664520  6461440 13664256  6461440 13664512  5275904      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  2.
  3.  4.  4.  4.  4.  4.  4.  4.  4.  6.  7.  7.  7.  8.  8.  8.  8.  8.
  8.  8.  8.  8. 10. 10. 10. 11. 12. 12. 12. 12. 12. 13. 13. 13. 14. 14.
 14. 14. 15. 15. 16. 16. 16. 16. 16. 16. 16. 16. 17. 17. 17. 18. 18. 18.
 18. 18. 18. 18. 18. 18. 18. 20. 20. 20. 21. 21. 21. 21. 21. 21. 21. 22.
 22. 22. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    5    5    0    0    0    0    0
    0    0    0    0    0    7    7    7    7    7    7    7    7    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    5    5    5    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0 -100]"
['І' 'ніхто' 'незнає' 'коли' 'відновиться' 'робота' '.'],['O' 'B-PER' 'O' 'O' 'O' 'O' 'O'],20,"[     101 13664520  6461696 13664520  3146048  2103296 13664352  6461440
 13664256  3184640  6461440 13664456 13664256  2097472 13664352  7641088
 13664512  3248640 13664520  2136064  6461440 13664352  3248640 13664512
  2103552  3152128 13664456  7378944 13664352  2134528 13664352  2103296
 13664456      102]","[nan  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  4.
  4.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    5    5    5    5    5    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100]"
['Ми' 'стали' 'в' 'чергу' 'до' 'інформації' 'LOT' '.'],['B-PER' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'],21,"[     101  6459904 13664512  3151872  2103296 13664456  7641088 13664512
  3248640  2623488 13664256  7378944  7372800 13665128  2136064 13664352
 13664520  6461440  3215872 13664352  7378944  6459904 13664456  2627840
 13664520  5275904 13664520  7641088 13664360  2103296      102]","[nan  0.  0.  1.  1.  1.  1.  1.  2.  3.  3.  3.  3.  3.  4.  4.  5.  5.
  5.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  6. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    7
    7    7 -100]"
"['Вони' 'сказали' 'що' 'на' 'суботу' 'вже' 'немає' 'вільних' 'місць' ','
 'в' 'неділю' 'вони' 'не' 'виконують' 'рейсів' '.']","['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O'
 'O']",22,"[     101  3248640 13664352  6461440 13664512  3151872  2097472 13664456
  3184640 13664456  7641088 13664512  3147776  2623488 13664352  6461440
 13664456  3151872 13665128  2134528 13664352  2103296 13665128  3248640
  3180544 13664256  6461440 13664256  6459904 13664456 13664256  3248640
 13664520  7641344  6461440 13664512  3146048  6459904 13664520  3151872
  2627840  3248640  6461440 13664256  2136320 13664520  7641344 13665128
  3248640 13664352  6461440 13664512  6461440 13664256  3248640 13664512
  2097472 13664352  6461440 13665128 13665128  2103552  7378944 13664256
  5275904  3152128 13664520  3248640      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  3.  3.  4.
  4.  4.  4.  4.  4.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.
  7.  8.  8.  8.  8. 10. 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 13. 13.
 14. 14. 14. 14. 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    7    7    7    7    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    7    7    7    7    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['Тому' 'запропонували' 'нам' 'перебронювати' 'наші' 'квитки' 'з' 'суботи'
 'на' 'понеділок' ',' '7-40.']",['O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],23,"[     101  2103296 13664352  6459904 13665128  3184640 13664456  2101760
  7378944 13664352  2101760 13664352  6461440 13665128  3248640 13664456
  7641088 13664512  6461440 13664456  6459904  2101760 13664256  7378944
 13664256  2134528  7378944 13664352  6461696 13665128  3248640 13664456
  2103296 13664512  6461440 13664456  3147776 13664520  2097472  3248640
 13664512  2103296  2097472 13664512  3184640  3151872 13665128  2134528
 13664352  2103296 13664512  6461440 13664456  2101760 13664352  6461440
 13664256  2136320 13664520  7641088 13664352  2097472      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.
  4.  4.  5.  5.  5.  5.  5.  5.  6.  7.  7.  7.  7.  7.  7.  8.  8.  9.
  9.  9.  9.  9.  9.  9.  9.  9. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    5    5    5    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0 -100]"
['Що' 'ми' 'і' 'зробили' '.'],['O' 'B-PER' 'O' 'O' 'O'],24,"[     101  3147776  2623488 13664352  6459904 13664512 13664520  3184640
  7378944 13664352  2134528 13664512  7641088 13664512      102]",[nan  0.  0.  0.  1.  1.  2.  3.  3.  3.  3.  3.  3.  3. nan],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    5    5    0    0    0    0    0    0    0    0
 -100]"
"['Але' 'судячи' 'по' 'останніх' 'новинах' '–' 'в' 'Україні' ','
 'наприклад' ',' 'тільки' 'сьогодні' 'закрили' 'аеропорти' '.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GPE' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O'],25,"[     101 13664456  7641088 13664256  3151872 13665128  2136320 13664456
  2623488 13664512  2101760 13664352 13664352  3151872  2103296 13664456
  6461440  6461696 13664520  3146048  6461440 13664352  3248640 13664512
  6461440 13664456  3146048  3248640 13665128  2097472  7378944 13664456
  5275904 13664520  6461696 13664520  6461440 13664456  2101760  7378944
 13664512  2097472  7641088 13664456  2136064  2103552 13664520  7641344
  2097472 13664512  3152128 13664352  7372800 13664352  2136064  6461696
 13664520  3184640 13664456  2097472  7378944 13664512  7641088 13664512
 13664456 13664256  7378944 13664352  2101760 13664352  7378944  2103296
 13664512      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  3.  3.  3.  3.  3.  3.
  3.  3.  4.  4.  4.  4.  4.  4.  4.  6.  7.  7.  7.  7.  7.  7.  7.  7.
  9.  9.  9.  9.  9.  9.  9.  9.  9. 11. 11. 11. 11. 11. 12. 12. 12. 12.
 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. 14. 14. 14. 14. 14. 14. 14. 14.
 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    3    3    3    3    3    3    3    3    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    1    1    1    1    1    1
    1    1    1 -100]"
